,style_id,Super Style,Style,Unnamed: 0,beer_id,name,display_name,abv,year,glass_id,organic,brewery_id,retired,status
174,25.0,North American Origin Ales,American-Style Pale Ale,901.0,ULNeg7,Simcoe Pale Ale,Simcoe Pale Ale,5.2,,,Y,p1tFbP,N,verified
175,25.0,North American Origin Ales,American-Style Pale Ale,920.0,P2rD30,Snow Glare,Snow Glare,6.0,,,N,IImUD9,N,verified
176,25.0,North American Origin Ales,American-Style Pale Ale,932.0,xXJuyA,Southern Hemisphere Harvest,Southern Hemisphere Harvest,6.7,,1.0,N,nHLlnK,N,verified
177,25.0,North American Origin Ales,American-Style Pale Ale,947.0,eBelPz,Stone Mill Organic Pale Ale,Stone Mill Organic Pale Ale,5.5,,,N,BznahA,N,verified
178,25.0,North American Origin Ales,American-Style Pale Ale,963.0,2yXCVa,Sumpin' Easy Ale,Sumpin' Easy Ale,5.7,,,N,nLsoQ9,N,verified
179,25.0,North American Origin Ales,American-Style Pale Ale,997.0,ej16Dh,The Carhartt Woodsman,The Carhartt Woodsman,4.4,,5.0,N,AqEUBQ,N,verified
180,25.0,North American Origin Ales,American-Style Pale Ale,1000.0,TFcGop,The Down Low Ale,The Down Low Ale,3.9,,,N,nLsoQ9,N,verified
181,25.0,North American Origin Ales,American-Style Pale Ale,1011.0,hz4rNs,Thunder Ann,Thunder Ann,5.5,,,N,p1tFbP,N,verified
182,25.0,North American Origin Ales,American-Style Pale Ale,1019.0,kuAItj,Trademark Pale Ale,Trademark Pale Ale,5.7,,5.0,N,IImUD9,N,verified
183,25.0,North American Origin Ales,American-Style Pale Ale,1040.0,bf76fr,Twin Peaks,Twin Peaks,5.0,,,N,nHLlnK,N,verified
184,25.0,North American Origin Ales,American-Style Pale Ale,1051.0,Il48ZU,United in Orange,United in Orange,5.3,,,N,IImUD9,N,verified
185,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",195.0,HmjnXt,Born Again Yesterday,Born Again Yesterday,7.5,,,N,nLsoQ9,N,verified
186,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",255.0,KY5gtZ,Celebration Ale,Celebration Ale,6.8,,5.0,N,nHLlnK,N,verified
187,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",425.0,YaI6zp,Fresh Hop - Mountain Series,Fresh Hop - Mountain Series,6.2,,5.0,N,IImUD9,N,verified
188,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",443.0,BZGnql,Fusion 26,Fusion 26,6.65,,,N,nLsoQ9,N,verified
189,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",511.0,x8U1bY,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,,,N,nHLlnK,N,verified
190,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",517.0,ZSCpkz,Harvest Wet Hop IPA - Northern Hemisphere Harvest,Harvest Wet Hop IPA - Northern Hemisphere Harvest,6.7,,,N,nHLlnK,N,verified
191,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",546.0,fqgLPD,Hop Dog Fresh Hop Pale,Hop Dog Fresh Hop Pale,5.6,,5.0,N,yX6twV,N,verified
192,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",551.0,Xmetdp,Hop Hunter IPA,Hop Hunter IPA,6.2,,,N,nHLlnK,N,verified
193,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",558.0,bn1wGG,Hopivore,Hopivore,5.84,,5.0,N,AqEUBQ,N,verified
194,26.0,North American Origin Ales,"Fresh ""Wet"" Hop Ale",677.0,RiwjnU,Michigan Wet-Hopped Harvest Ale,Michigan Wet-Hopped Harvest Ale,,,,N,AqEUBQ,N,verified
195,27.0,North American Origin Ales,Pale American-Belgo-Style Ale,564.0,qpyuqH,Hoppy Seconds,Hoppy Seconds,8.4,,,N,q6vJUK,N,verified
196,28.0,North American Origin Ales,Dark American-Belgo-Style Ale,65.0,zrqusY,Audition - Dark Ale,Audition - Dark Ale,8.5,,,N,nHLlnK,N,verified
197,28.0,North American Origin Ales,Dark American-Belgo-Style Ale,201.0,5lW8HD,Bourbon Barrel Aged Maillard's Odyssey,Bourbon Barrel Aged Maillard's Odyssey,,,,N,nHLlnK,N,verified
198,28.0,North American Origin Ales,Dark American-Belgo-Style Ale,663.0,whHlqc,Maillard's Odyssey - Beer Camp Across America,Maillard's Odyssey - Beer Camp Across America (2014),8.5,2014.0,5.0,N,nHLlnK,N,verified
199,29.0,North American Origin Ales,American-Style Strong Pale Ale,207.0,IkgmFq,Breckenridge Christmas Ale,Breckenridge Christmas Ale,7.4,,5.0,N,IImUD9,N,verified
200,29.0,North American Origin Ales,American-Style Strong Pale Ale,212.0,TpiDMC,Brown Shugga',Brown Shugga',9.9,,5.0,N,nLsoQ9,N,verified
201,29.0,North American Origin Ales,American-Style Strong Pale Ale,257.0,v5a7l8,Celebrator Beer News,Celebrator Beer News,9.3,,,N,nHLlnK,N,verified
202,29.0,North American Origin Ales,American-Style Strong Pale Ale,832.0,otVuwu,Purebred A.P.A. Citra,Purebred A.P.A. Citra,6.2,,5.0,N,yX6twV,N,verified
203,29.0,North American Origin Ales,American-Style Strong Pale Ale,1002.0,xlOpbL,The Hairy Eyeball,The Hairy Eyeball,8.8,,5.0,N,nLsoQ9,N,verified
204,30.0,North American Origin Ales,American-Style India Pale Ale,12.0,ISTT06,2017 Beer Camp,2017 Beer Camp (2017),6.5,2017.0,,N,nHLlnK,N,verified
205,30.0,North American Origin Ales,American-Style India Pale Ale,27.0,jIKwgZ,420 Strain G13 IPA,420 Strain G13 IPA,6.0,,,N,TMc6H2,N,verified
206,30.0,North American Origin Ales,American-Style India Pale Ale,34.0,j9cp5e,471 Small Batch IPA,471 Small Batch IPA,9.2,,8.0,N,IImUD9,N,verified
207,30.0,North American Origin Ales,American-Style India Pale Ale,35.0,5MX880,5 C's IPA,5 C's IPA,6.5,,,N,4F7QA9,N,verified
208,30.0,North American Origin Ales,American-Style India Pale Ale,56.0,fBZZUJ,Anniversary Ale,Anniversary Ale,5.9,,,N,nHLlnK,N,verified
209,30.0,North American Origin Ales,American-Style India Pale Ale,57.0,iEMsk8,Anniversary Ale 2007,Anniversary Ale 2007,5.9,,,N,nHLlnK,N,verified
210,30.0,North American Origin Ales,American-Style India Pale Ale,58.0,ItEVNY,Anniversary Ale 2009,Anniversary Ale 2009,5.9,,,N,nHLlnK,N,verified
211,30.0,North American Origin Ales,American-Style India Pale Ale,93.0,AZgmir,Barrel-Aged Hoptimum  (Trip in the Woods),Barrel-Aged Hoptimum  (Trip in the Woods),11.5,,,N,nHLlnK,N,verified
212,30.0,North American Origin Ales,American-Style India Pale Ale,97.0,4A41PO,Barrel-Aged Torpedo Extra IPA,Barrel-Aged Torpedo Extra IPA,8.5,,,N,nHLlnK,N,verified
213,30.0,North American Origin Ales,American-Style India Pale Ale,100.0,kvklwS,Bayside Black IPA,Bayside Black IPA,7.1,,,N,q6vJUK,N,verified
214,30.0,North American Origin Ales,American-Style India Pale Ale,110.0,6mTebP,Beer Camp Golden IPA,Beer Camp Golden IPA (2017),6.5,2017.0,,N,nHLlnK,N,verified
215,30.0,North American Origin Ales,American-Style India Pale Ale,112.0,pGqazY,Beer Camp Tropical IPA,Beer Camp Tropical IPA (2015),6.7,2015.0,,N,nHLlnK,N,verified
216,30.0,North American Origin Ales,American-Style India Pale Ale,119.0,z8iAm9,Beer Camp: East Meets West IPA,Beer Camp: East Meets West IPA (2017),7.0,2017.0,,N,nHLlnK,N,verified
217,30.0,North American Origin Ales,American-Style India Pale Ale,125.0,h331gl,Beer Camp: White IPA with Yuzu,Beer Camp: White IPA with Yuzu (2017),7.0,2017.0,,N,nHLlnK,N,verified
218,30.0,North American Origin Ales,American-Style India Pale Ale,159.0,Rxu5Bd,Bing Bing,Bing Bing,6.8,,,N,VEY3Xa,N,verified
219,30.0,North American Origin Ales,American-Style India Pale Ale,167.0,kZadFf,Black IPA,Black IPA,6.5,,,Y,4F7QA9,N,verified
220,30.0,North American Origin Ales,American-Style India Pale Ale,168.0,fyj05b,Black IPA,Black IPA,6.9,,,N,nHLlnK,N,verified
221,30.0,North American Origin Ales,American-Style India Pale Ale,182.0,bK4vxh,Blue Dream,Blue Dream,6.4,,,N,q6vJUK,N,verified
222,30.0,North American Origin Ales,American-Style India Pale Ale,194.0,AEFy0R,Boomerang,Boomerang,6.7,,,N,nHLlnK,N,verified
223,30.0,North American Origin Ales,American-Style India Pale Ale,198.0,Yjd19k,Bottle Rocket IPA,Bottle Rocket IPA,6.5,,,N,4F7QA9,N,verified
224,30.0,North American Origin Ales,American-Style India Pale Ale,206.0,pZEIiV,Breck IPA,Breck IPA,6.3,,,N,IImUD9,N,verified
225,30.0,North American Origin Ales,American-Style India Pale Ale,208.0,RcyKuX,Bretthead,Bretthead,6.1,,,N,VEY3Xa,N,verified
226,30.0,North American Origin Ales,American-Style India Pale Ale,211.0,CRw8Gu,Brown Eyed Buckeye,Brown Eyed Buckeye,8.6,,5.0,N,TMc6H2,N,verified
227,30.0,North American Origin Ales,American-Style India Pale Ale,282.0,iTZlLw,Citra IPL,Citra IPL,5.2,,,Y,p1tFbP,N,verified
228,30.0,North American Origin Ales,American-Style India Pale Ale,291.0,h2d5zt,Conehead,Conehead,5.7,,,N,VEY3Xa,N,verified
229,30.0,North American Origin Ales,American-Style India Pale Ale,324.0,zc3p4y,Dank Tank: Smokey and the Brett,Dank Tank: Smokey and the Brett,7.3,,,N,TMc6H2,N,verified
230,30.0,North American Origin Ales,American-Style India Pale Ale,340.0,7dkC8e,Deviant Dale’s,Deviant Dale’s,8.0,,5.0,N,q6vJUK,N,verified
231,30.0,North American Origin Ales,American-Style India Pale Ale,344.0,cOSoch,Dire Wolf,Dire Wolf,6.2,,,N,p1tFbP,N,verified
232,30.0,North American Origin Ales,American-Style India Pale Ale,348.0,aabOus,DogZilla Black IPA,DogZilla Black IPA,6.9,,3.0,N,yX6twV,N,verified
233,30.0,North American Origin Ales,American-Style India Pale Ale,372.0,1LvpyW,Drink This IPA,Drink This IPA,6.1,,,N,DMU2Kf,N,verified
234,30.0,North American Origin Ales,American-Style India Pale Ale,403.0,xqbL8h,Fat Slim,Fat Slim,5.0,,,N,q6vJUK,N,verified
235,30.0,North American Origin Ales,American-Style India Pale Ale,410.0,ceP1Cs,Five Hop - Experimental IPA,Five Hop - Experimental IPA,5.8,,,N,nHLlnK,N,verified
236,30.0,North American Origin Ales,American-Style India Pale Ale,412.0,OxvWPv,Floral IPA - Beer Camp #53,Floral IPA - Beer Camp #53,5.9,,,N,nHLlnK,N,verified
237,30.0,North American Origin Ales,American-Style India Pale Ale,427.0,1FBXjy,Fresh Hop IPA,Fresh Hop IPA,6.4,,,N,nHLlnK,N,verified
238,30.0,North American Origin Ales,American-Style India Pale Ale,430.0,907FUe,Fugli,Fugli,5.8,,5.0,N,q6vJUK,N,verified
239,30.0,North American Origin Ales,American-Style India Pale Ale,439.0,HG1dy6,Fusion 21,Fusion 21,4.7,,,N,nLsoQ9,N,verified
240,30.0,North American Origin Ales,American-Style India Pale Ale,441.0,Cn8hSH,Fusion 23,Fusion 23,7.0,,,N,nLsoQ9,N,verified
241,30.0,North American Origin Ales,American-Style India Pale Ale,445.0,GXDZpo,Fusion 32,Fusion 32,7.5,,,N,nLsoQ9,N,verified
242,30.0,North American Origin Ales,American-Style India Pale Ale,450.0,yZruL5,Fusion 48,Fusion 48,8.3,,,N,nLsoQ9,N,verified
243,30.0,North American Origin Ales,American-Style India Pale Ale,451.0,vLTky5,Fusion 49,Fusion 49,6.5,,,N,nLsoQ9,N,verified
244,30.0,North American Origin Ales,American-Style India Pale Ale,453.0,7BGyan,Fuzzworthy,Fuzzworthy,5.9,,,N,VEY3Xa,N,verified
245,30.0,North American Origin Ales,American-Style India Pale Ale,454.0,mUt5nB,G'Afternoon,G'Afternoon,6.0,,,N,q6vJUK,N,verified
246,30.0,North American Origin Ales,American-Style India Pale Ale,459.0,oLL7QN,German Style IPA,German Style IPA,6.1,,,N,nHLlnK,N,verified
247,30.0,North American Origin Ales,American-Style India Pale Ale,463.0,jMQlvu,Goin' Coastal,Goin' Coastal,6.1,,,N,TMc6H2,N,verified
248,30.0,North American Origin Ales,American-Style India Pale Ale,467.0,llmv40,Golden IPA,Golden IPA,5.9,,,N,nHLlnK,N,verified
249,30.0,North American Origin Ales,American-Style India Pale Ale,478.0,nPSHXY,Green Monsta IPA,Green Monsta IPA,7.3,,5.0,N,DifSi4,N,verified
250,30.0,North American Origin Ales,American-Style India Pale Ale,481.0,7gKo41,Grizzly Imperial Pale Ale,Grizzly Imperial Pale Ale,8.1,,,N,4F7QA9,N,verified
251,30.0,North American Origin Ales,American-Style India Pale Ale,496.0,8LowIZ,Guinness Nitro IPA,Guinness Nitro IPA,5.8,,,N,HaPdSL,N,verified
252,30.0,North American Origin Ales,American-Style India Pale Ale,510.0,YEIMmF,Harvest Brewers Select IPA,Harvest Brewers Select IPA (2016),6.6,2016.0,,N,nHLlnK,N,verified
253,30.0,North American Origin Ales,American-Style India Pale Ale,512.0,CU1fkx,Harvest Newly Developed Hop IPA (2015),Harvest Newly Developed Hop IPA (2015),6.5,,,N,nHLlnK,N,verified
254,30.0,North American Origin Ales,American-Style India Pale Ale,513.0,peyS4P,Harvest Single Hop IPA - Equinox Hops,Harvest Single Hop IPA - Equinox Hops,6.5,,5.0,N,nHLlnK,N,verified
255,30.0,North American Origin Ales,American-Style India Pale Ale,514.0,0oHOZv,Harvest Single Hop IPA - Idaho 7 Varietal,Harvest Single Hop IPA - Idaho 7 Varietal,6.5,,,N,nHLlnK,N,verified
256,30.0,North American Origin Ales,American-Style India Pale Ale,515.0,zGsXaD,Harvest Single Hop Mandarina Hops,Harvest Single Hop Mandarina Hops,6.5,,,N,nHLlnK,N,verified
257,30.0,North American Origin Ales,American-Style India Pale Ale,516.0,FK6HtH,Harvest Single Hop Yakima #291,Harvest Single Hop Yakima #291,6.5,,,N,nHLlnK,N,verified
258,30.0,North American Origin Ales,American-Style India Pale Ale,518.0,Mx9jQm,Harvest Wild Hop IPA - Neomexicanus Varietal,Harvest Wild Hop IPA - Neomexicanus Varietal,6.5,,,N,nHLlnK,N,verified
259,30.0,North American Origin Ales,American-Style India Pale Ale,522.0,JzAHi3,Hatchery Series #5 - NE Style IPA,Hatchery Series #5 - NE Style IPA,7.5,,,N,TMc6H2,N,verified
260,30.0,North American Origin Ales,American-Style India Pale Ale,523.0,ygnsjS,Hatchery Series 1 - Mosaic Hop IPA,Hatchery Series 1 - Mosaic Hop IPA,6.4,,,N,TMc6H2,N,verified
261,30.0,North American Origin Ales,American-Style India Pale Ale,526.0,b601KW,Hazy Little Thing,Hazy Little Thing,6.7,,,N,nHLlnK,N,verified
262,30.0,North American Origin Ales,American-Style India Pale Ale,539.0,C0Ax0o,Holiday Haze,Holiday Haze,6.5,,,N,nHLlnK,N,verified
263,30.0,North American Origin Ales,American-Style India Pale Ale,548.0,kVKPX7,Hop Harmony,Hop Harmony,6.7,,5.0,N,nHLlnK,N,verified
264,30.0,North American Origin Ales,American-Style India Pale Ale,552.0,kQiE9q,Hop Peak,Hop Peak,6.5,,,N,IImUD9,N,verified
265,30.0,North American Origin Ales,American-Style India Pale Ale,560.0,xcGtHr,Hoppy Anniversary IPA,Hoppy Anniversary IPA,5.9,,,Y,p1tFbP,N,verified
266,30.0,North American Origin Ales,American-Style India Pale Ale,561.0,x8Bv0f,Hoppy Floppy,Hoppy Floppy,7.5,,,N,q6vJUK,N,verified
267,30.0,North American Origin Ales,American-Style India Pale Ale,565.0,XFwk42,Hoppy Wheat IPA,Hoppy Wheat IPA,6.2,,,N,nHLlnK,N,verified
268,30.0,North American Origin Ales,American-Style India Pale Ale,568.0,nOFAoT,Hoptinite,Hoptinite,8.0,,,N,nHLlnK,N,verified
269,30.0,North American Origin Ales,American-Style India Pale Ale,570.0,ZRujA6,Hotbox Coffee IPA,Hotbox Coffee IPA,7.2,,,N,q6vJUK,N,verified
270,30.0,North American Origin Ales,American-Style India Pale Ale,577.0,Oobtwc,IceyPA,IceyPA,7.0,,,N,q6vJUK,N,verified
271,30.0,North American Origin Ales,American-Style India Pale Ale,597.0,3WxXFm,India Pale Ale IPA,India Pale Ale IPA,6.4,,,N,yX6twV,N,verified
272,30.0,North American Origin Ales,American-Style India Pale Ale,598.0,yEe3T6,Interstate SMASH Express - Calypso,Interstate SMASH Express - Calypso,7.1,,,N,q6vJUK,N,verified
273,30.0,North American Origin Ales,American-Style India Pale Ale,600.0,si7pxG,IPA,IPA,5.6,,,N,DifSi4,N,verified
274,30.0,North American Origin Ales,American-Style India Pale Ale,601.0,DiM4QZ,IPA with Rosemary,IPA with Rosemary,,,,N,TMc6H2,N,verified
275,30.0,North American Origin Ales,American-Style India Pale Ale,613.0,NaTBQp,Juicy Dust,Juicy Dust,6.2,,,N,q6vJUK,N,verified
276,30.0,North American Origin Ales,American-Style India Pale Ale,621.0,OIKxkJ,Kill Ugly Radio,Kill Ugly Radio,7.8,,,N,nLsoQ9,N,verified
277,30.0,North American Origin Ales,American-Style India Pale Ale,629.0,iLlMCb,Lagunitas IPA,Lagunitas IPA,6.2,,5.0,N,nLsoQ9,N,verified
278,30.0,North American Origin Ales,American-Style India Pale Ale,632.0,jZMQtq,Larry Imperial IPA,Larry Imperial IPA,8.5,,5.0,N,DifSi4,N,verified
279,30.0,North American Origin Ales,American-Style India Pale Ale,636.0,Oklbuw,Leghorn Rye IPA,Leghorn Rye IPA,6.0,,,Y,p1tFbP,N,verified
280,30.0,North American Origin Ales,American-Style India Pale Ale,640.0,2NsDUk,Light IPA,Light IPA,4.0,,5.0,N,DifSi4,N,verified
281,30.0,North American Origin Ales,American-Style India Pale Ale,642.0,a29mU4,Little Birdy,Little Birdy,6.9,,,N,VEY3Xa,N,verified
282,30.0,North American Origin Ales,American-Style India Pale Ale,646.0,DqTrrP,Lolo IPA,Lolo IPA,6.4,,,Y,4F7QA9,N,verified
283,30.0,North American Origin Ales,American-Style India Pale Ale,649.0,epip51,Long Steam IPA,Long Steam IPA,5.8,,5.0,N,nHLlnK,N,verified
284,30.0,North American Origin Ales,American-Style India Pale Ale,654.0,eEWCFd,Lucky U IPA,Lucky U IPA,6.2,,5.0,N,IImUD9,N,verified
285,30.0,North American Origin Ales,American-Style India Pale Ale,655.0,SItgWZ,Lupu Lava Tropical IPA,Lupu Lava Tropical IPA,6.8,,,N,q6vJUK,N,verified
286,30.0,North American Origin Ales,American-Style India Pale Ale,659.0,baONtD,Mad Hatter IPA,Mad Hatter IPA,7.0,,5.0,N,AqEUBQ,N,verified
287,30.0,North American Origin Ales,American-Style India Pale Ale,672.0,fnqCGB,Maximus,Maximus,8.2,,5.0,N,nLsoQ9,N,verified
288,30.0,North American Origin Ales,American-Style India Pale Ale,676.0,TMp47T,Michigan Hatter,Michigan Hatter,4.8,,5.0,N,AqEUBQ,N,verified
289,30.0,North American Origin Ales,American-Style India Pale Ale,678.0,1j4prL,Mid Winter India Pale Ale,Mid Winter India Pale Ale,,,,N,TMc6H2,N,verified
290,30.0,North American Origin Ales,American-Style India Pale Ale,697.0,69Yqbc,Mozango,Mozango,7.7,,,N,nLsoQ9,N,verified
291,30.0,North American Origin Ales,American-Style India Pale Ale,703.0,9XJBp9,Narconaut,Narconaut,6.6,,,N,VEY3Xa,N,verified
292,30.0,North American Origin Ales,American-Style India Pale Ale,709.0,TPdvZt,Neomixicanus,Neomixicanus,6.5,,,N,nHLlnK,N,verified
293,30.0,North American Origin Ales,American-Style India Pale Ale,715.0,OXcz6Z,Nice Things IPA,Nice Things IPA,6.4,,,N,p3YrOa,N,verified
294,30.0,North American Origin Ales,American-Style India Pale Ale,722.0,ZliVSZ,Nitro Lucky U IPA,Nitro Lucky U IPA,5.7,,,N,IImUD9,N,verified
295,30.0,North American Origin Ales,American-Style India Pale Ale,726.0,TOBHd9,No Middle Ground,No Middle Ground,6.9,,,N,nHLlnK,N,verified
296,30.0,North American Origin Ales,American-Style India Pale Ale,731.0,OhhDEr,Nooner Session IPA,Nooner Session IPA,4.8,,5.0,N,nHLlnK,N,verified
297,30.0,North American Origin Ales,American-Style India Pale Ale,733.0,WCKkkd,Now You Know,Now You Know,6.1,,,N,IImUD9,N,verified
298,30.0,North American Origin Ales,American-Style India Pale Ale,735.0,2EkHBG,NXS,NXS,6.5,,,N,nHLlnK,N,verified
299,30.0,North American Origin Ales,American-Style India Pale Ale,766.0,qQPhVI,Oskar Blues IPA,Oskar Blues IPA,6.43,,5.0,N,q6vJUK,N,verified
300,30.0,North American Origin Ales,American-Style India Pale Ale,798.0,AJwGIV,Peach IPA,Peach IPA,5.8,,,N,nHLlnK,N,verified
301,30.0,North American Origin Ales,American-Style India Pale Ale,814.0,AY6Jg8,Point Defiance IPA,Point Defiance IPA,6.1,,,N,DMU2Kf,N,verified
302,30.0,North American Origin Ales,American-Style India Pale Ale,834.0,OAko81,R. Prime,R. Prime,6.2,,,N,VEY3Xa,N,verified
303,30.0,North American Origin Ales,American-Style India Pale Ale,846.0,Lt3xMf,Renee IPA,Renee IPA,,,5.0,N,AqEUBQ,N,verified
304,30.0,North American Origin Ales,American-Style India Pale Ale,847.0,YVWopx,Return of the Red Eye IPA,Return of the Red Eye IPA,6.5,,,N,nHLlnK,N,verified
305,30.0,North American Origin Ales,American-Style India Pale Ale,855.0,yBrlNu,Rocket Dog Rye I.P.A,Rocket Dog Rye I.P.A,6.9,,5.0,N,yX6twV,N,verified
306,30.0,North American Origin Ales,American-Style India Pale Ale,856.0,tuzag8,Rockin Blues IPA,Rockin Blues IPA,,,,N,q6vJUK,N,verified
307,30.0,North American Origin Ales,American-Style India Pale Ale,866.0,qOKA1F,Ruthless Rye IPA,Ruthless Rye IPA,6.6,,,N,nHLlnK,N,verified
308,30.0,North American Origin Ales,American-Style India Pale Ale,867.0,f16hLl,Ruthlessly Delicious,Ruthlessly Delicious,6.2,,,N,nLsoQ9,N,verified
309,30.0,North American Origin Ales,American-Style India Pale Ale,872.0,Y6VFJW,Rye IPA,Rye IPA,6.8,,,N,p3YrOa,N,verified
310,30.0,North American Origin Ales,American-Style India Pale Ale,888.0,Z4LnaP,Second Helping IPA,Second Helping IPA,7.4,,,N,TMc6H2,N,verified
311,30.0,North American Origin Ales,American-Style India Pale Ale,896.0,FtZRre,Sidcar Orange IPA,Sidcar Orange IPA,6.8,,,N,nHLlnK,N,verified
312,30.0,North American Origin Ales,American-Style India Pale Ale,899.0,z71HIM,Sierra Nevada Torpedo Cask,Sierra Nevada Torpedo Cask,7.2,,,N,nHLlnK,N,verified
313,30.0,North American Origin Ales,American-Style India Pale Ale,904.0,P8KXUd,Single Hop Amarillo IPA,Single Hop Amarillo IPA,6.7,,,N,nHLlnK,N,verified
314,30.0,North American Origin Ales,American-Style India Pale Ale,905.0,dqKU6w,Single Hop Cascade IPA,Single Hop Cascade IPA,6.3,,,N,nHLlnK,N,verified
315,30.0,North American Origin Ales,American-Style India Pale Ale,909.0,Mvh5U2,Single Hop Series: Liberty,Single Hop Series: Liberty,5.0,,,Y,p1tFbP,N,verified
316,30.0,North American Origin Ales,American-Style India Pale Ale,912.0,e0bg5f,Six Rights IPA -  Beer Camp,Six Rights IPA -  Beer Camp,8.0,,,N,nHLlnK,N,verified
317,30.0,North American Origin Ales,American-Style India Pale Ale,919.0,FxxNhs,Snow Cone IPA,Snow Cone IPA,7.0,,5.0,N,nHLlnK,N,verified
318,30.0,North American Origin Ales,American-Style India Pale Ale,921.0,LPjakS,Snow Wit,Snow Wit,5.7,,,N,nHLlnK,N,verified
319,30.0,North American Origin Ales,American-Style India Pale Ale,925.0,fX6odn,Solar Storm - Beer Camp #71,Solar Storm - Beer Camp #71,5.8,,,N,nHLlnK,N,verified
320,30.0,North American Origin Ales,American-Style India Pale Ale,936.0,8TQNbT,Spinner,Spinner,5.6,,,N,q6vJUK,N,verified
321,30.0,North American Origin Ales,American-Style India Pale Ale,940.0,sYYgGI,Squeeze Box,Squeeze Box,6.1,,,N,TMc6H2,N,verified
322,30.0,North American Origin Ales,American-Style India Pale Ale,945.0,xg7BJX,Sticky Icky,Sticky Icky,6.5,,,N,q6vJUK,N,verified
323,30.0,North American Origin Ales,American-Style India Pale Ale,951.0,ZyZ1g3,Strawberry White Pale Ale,Strawberry White Pale Ale,5.1,,,N,nLsoQ9,N,verified
324,30.0,North American Origin Ales,American-Style India Pale Ale,972.0,uzOl1k,SweetWater IPA,SweetWater IPA,6.3,,5.0,N,TMc6H2,N,verified
325,30.0,North American Origin Ales,American-Style India Pale Ale,977.0,XeZfaD,T.L.A. I.P.A.,T.L.A. I.P.A.,5.7,,,N,VEY3Xa,N,verified
326,30.0,North American Origin Ales,American-Style India Pale Ale,979.0,GbTnYM,Tangerine Space Machine,Tangerine Space Machine,6.8,,,N,AqEUBQ,N,verified
327,30.0,North American Origin Ales,American-Style India Pale Ale,981.0,YmuNgG,Tasmanian Hatter,Tasmanian Hatter,7.0,,5.0,N,AqEUBQ,N,verified
328,30.0,North American Origin Ales,American-Style India Pale Ale,983.0,FbD1pJ,Taz IPA,Taz IPA,6.0,,,N,AqEUBQ,N,verified
329,30.0,North American Origin Ales,American-Style India Pale Ale,1008.0,7GLf2A,The White Buffalo,The White Buffalo,6.0,,,N,q6vJUK,N,verified
330,30.0,North American Origin Ales,American-Style India Pale Ale,1017.0,JaS6T7,Torpedo Extra IPA,Torpedo Extra IPA,7.2,,5.0,N,nHLlnK,N,verified
331,30.0,North American Origin Ales,American-Style India Pale Ale,1033.0,eXzIZz,TripleTail,TripleTail,5.5,,,N,TMc6H2,N,verified
332,30.0,North American Origin Ales,American-Style India Pale Ale,1037.0,KuflHE,Tropical Torpedo,Tropical Torpedo,6.7,,,N,nHLlnK,N,verified
333,30.0,North American Origin Ales,American-Style India Pale Ale,1059.0,8rc5kA,Wachusetts IPA,Wachusetts IPA,5.6,,5.0,N,DifSi4,N,verified
334,30.0,North American Origin Ales,American-Style India Pale Ale,1061.0,vxQzSS,Wally,Wally,7.0,,,N,DifSi4,N,verified
335,30.0,North American Origin Ales,American-Style India Pale Ale,1064.0,YcAgdR,Warrior Bomb,Warrior Bomb,5.0,,,Y,p1tFbP,N,verified
336,30.0,North American Origin Ales,American-Style India Pale Ale,1074.0,pYXY7M,Whiplash,Whiplash,6.3,,5.0,N,TMc6H2,N,verified
337,30.0,North American Origin Ales,American-Style India Pale Ale,1078.0,rjJiAx,White IPA - Asheville Beer Week,White IPA - Asheville Beer Week (2014),5.5,2014.0,,N,q6vJUK,Y,verified
338,30.0,North American Origin Ales,American-Style India Pale Ale,1079.0,JR5uca,White Lightning ,White Lightning ,6.5,,,Y,4F7QA9,N,verified
339,30.0,North American Origin Ales,American-Style India Pale Ale,1082.0,vkoim1,Wicked Wheat IPA ,Wicked Wheat IPA ,5.6,,,Y,4F7QA9,N,verified
340,31.0,North American Origin Ales,Imperial or Double India Pale Ale,13.0,v4KRep,20th Anniversary Imperial Hash IPA on Brett,20th Anniversary Imperial Hash IPA on Brett,9.0,,,N,TMc6H2,N,verified
341,31.0,North American Origin Ales,Imperial or Double India Pale Ale,26.0,pOUbfg,420 Fest,420 Fest,8.0,,,N,TMc6H2,N,verified
342,31.0,North American Origin Ales,Imperial or Double India Pale Ale,28.0,lWygSS,471 Double IPA - Hull Melon,471 Double IPA - Hull Melon,9.2,,,N,IImUD9,N,verified
343,31.0,North American Origin Ales,Imperial or Double India Pale Ale,30.0,HZMvCT,471 IPA Barrel Series: Citra,471 IPA Barrel Series: Citra,11.3,,,N,IImUD9,N,verified
